R_Priority,Weights,Data weightage %,Severity of defects,Complexity,Time,Cost,Number of defects linked,Test_Case,Sprint,Execution Status
S,2,35,2,1,4,28,5,T-mis-654,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-654, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-654, Sprint 3,P
S,2,35,2,1,4,28,5,T-mis-655,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-655, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-655, Sprint 3,P
S,2,35,2,1,1,7,5,T-mis-656,Sprint 1,P
S,2,35,2,1,1,7,5,T-mis-656, Sprint 2,F
S,2,35,2,1,1,7,5,T-mis-656, Sprint 3,F
S,2,35,1,3,2.5,52.5,15,T-mis-657,Sprint 1,F
S,2,35,1,3,2.5,52.5,15,T-mis-657, Sprint 2,F
S,2,35,1,3,2.5,52.5,15,T-mis-657, Sprint 3,F
S,2,35,1,3,2.5,52.5,15,T-mis-658,Sprint 1,F
S,2,35,1,3,2.5,52.5,15,T-mis-658, Sprint 2,F
S,2,35,1,3,2.5,52.5,15,T-mis-658, Sprint 3,F
S,2,35,3,3,2,42,15,T-mis-659,Sprint 1,F
S,2,35,3,3,2,42,15,T-mis-659, Sprint 2,P
S,2,35,3,3,2,42,15,T-mis-659, Sprint 3,P
S,2,35,3,3,2,42,15,T-mis-660,Sprint 1,P
S,2,35,3,3,2,42,15,T-mis-660, Sprint 2,F
S,2,35,3,3,2,42,15,T-mis-660, Sprint 3,P
S,2,35,2,5,1.5,52.5,25,T-mis-661,Sprint 1,P
S,2,35,2,5,1.5,52.5,25,T-mis-661, Sprint 2,F
S,2,35,2,5,1.5,52.5,25,T-mis-661, Sprint 3,F
S,2,35,2,1,4,28,5,T-mis-662,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-662, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-662, Sprint 3,P
S,2,35,2,1,4,28,5,T-mis-663,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-663, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-663, Sprint 3,P
S,2,35,2,1,4,28,5,T-mis-664,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-664, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-664, Sprint 3,P
S,2,35,2,3,4,84,15,T-mis-665,Sprint 1,F
S,2,35,2,3,4,84,15,T-mis-665, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-665, Sprint 3,P
S,2,35,2,3,4,84,15,T-mis-666,Sprint 1,F
S,2,35,2,3,4,84,15,T-mis-666, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-666, Sprint 3,P
S,2,35,2,3,4,84,15,T-mis-667,Sprint 1,F
S,2,35,2,3,4,84,15,T-mis-667, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-667, Sprint 3,P
S,2,35,2,5,2.5,87.5,25,T-mis-668,Sprint 1,P
S,2,35,2,5,2.5,87.5,25,T-mis-668, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-668, Sprint 3,F
S,2,35,2,5,2.5,87.5,25,T-mis-669,Sprint 1,P
S,2,35,2,5,2.5,87.5,25,T-mis-669, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-669, Sprint 3,F
S,2,35,1,3,2.5,52.5,15,T-mis-670,Sprint 1,F
S,2,35,1,3,2.5,52.5,15,T-mis-670, Sprint 2,F
S,2,35,1,3,2.5,52.5,15,T-mis-670, Sprint 3,F
S,2,35,1,3,2.5,52.5,15,T-mis-671,Sprint 1,F
S,2,35,1,3,2.5,52.5,15,T-mis-671, Sprint 2,F
S,2,35,1,3,2.5,52.5,15,T-mis-671, Sprint 3,F
S,2,35,1,5,2,70,25,T-mis-672,Sprint 1,F
S,2,35,1,5,2,70,25,T-mis-672, Sprint 2,F
S,2,35,1,5,2,70,25,T-mis-672, Sprint 3,F
S,2,35,1,5,2,70,25,T-mis-673,Sprint 1,F
S,2,35,1,5,2,70,25,T-mis-673, Sprint 2,F
S,2,35,1,5,2,70,25,T-mis-673, Sprint 3,F
S,2,35,2,3,2.5,52.5,15,T-mis-674,Sprint 1,F
S,2,35,2,3,2.5,52.5,15,T-mis-674, Sprint 2,F
S,2,35,2,3,2.5,52.5,15,T-mis-674, Sprint 3,P
S,2,35,2,3,2.5,52.5,15,T-mis-675,Sprint 1,F
S,2,35,2,3,2.5,52.5,15,T-mis-675, Sprint 2,F
S,2,35,2,3,2.5,52.5,15,T-mis-675, Sprint 3,P
S,2,35,2,3,4,84,15,T-mis-676,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-676, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-676, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-677,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-677, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-677, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-678,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-678, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-678, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-679,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-679, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-679, Sprint 3,F
S,2,35,2,1,4,28,5,T-mis-680,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-680, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-680, Sprint 3,P
S,2,35,2,1,4,28,5,T-mis-681,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-681, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-681, Sprint 3,P
S,2,35,2,1,4,28,5,T-mis-682,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-682, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-682, Sprint 3,P
S,2,35,2,3,4.5,94.5,15,T-mis-683,Sprint 1,F
S,2,35,2,3,4.5,94.5,15,T-mis-683, Sprint 2,F
S,2,35,2,3,4.5,94.5,15,T-mis-683, Sprint 3,P
S,2,35,2,3,4.5,94.5,15,T-mis-684,Sprint 1,F
S,2,35,2,3,4.5,94.5,15,T-mis-684, Sprint 2,F
S,2,35,2,3,4.5,94.5,15,T-mis-684, Sprint 3,P
S,2,35,2,3,4.5,94.5,15,T-mis-685,Sprint 1,F
S,2,35,2,3,4.5,94.5,15,T-mis-685, Sprint 2,F
S,2,35,2,3,4.5,94.5,15,T-mis-685, Sprint 3,P
S,2,35,2,3,5,105,15,T-mis-686,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-686, Sprint 2,F
S,2,35,2,3,5,105,15,T-mis-686, Sprint 3,P
S,2,35,2,3,5,105,15,T-mis-687,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-687, Sprint 2,F
S,2,35,2,3,5,105,15,T-mis-687, Sprint 3,P
S,2,35,2,3,5,105,15,T-mis-688,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-688, Sprint 2,F
S,2,35,2,3,5,105,15,T-mis-688, Sprint 3,P
S,2,35,2,3,5,105,15,T-mis-689,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-689, Sprint 2,F
S,2,35,2,3,5,105,15,T-mis-689, Sprint 3,P
S,2,35,3,1,4,28,5,T-mis-690,Sprint 1,P
S,2,35,3,1,4,28,5,T-mis-690, Sprint 2,F
S,2,35,3,1,4,28,5,T-mis-690, Sprint 3,P
S,2,35,3,1,4,28,5,T-mis-691,Sprint 1,P
S,2,35,3,1,4,28,5,T-mis-691, Sprint 2,F
S,2,35,3,1,4,28,5,T-mis-691, Sprint 3,P
S,2,35,3,1,4,28,5,T-mis-692,Sprint 1,P
S,2,35,3,1,4,28,5,T-mis-692, Sprint 2,F
S,2,35,3,1,4,28,5,T-mis-692, Sprint 3,P
S,2,35,3,1,4,28,5,T-mis-693,Sprint 1,P
S,2,35,3,1,4,28,5,T-mis-693, Sprint 2,F
S,2,35,3,1,4,28,5,T-mis-693, Sprint 3,P
S,2,35,3,1,4,28,5,T-mis-694,Sprint 1,F
S,2,35,3,1,4,28,5,T-mis-694, Sprint 2,P
S,2,35,3,1,4,28,5,T-mis-694, Sprint 3,P
S,2,35,3,1,4,28,5,T-mis-695,Sprint 1,F
S,2,35,3,1,4,28,5,T-mis-695, Sprint 2,P
S,2,35,3,1,4,28,5,T-mis-695, Sprint 3,P
S,2,35,3,1,4,28,5,T-mis-696,Sprint 1,F
S,2,35,3,1,4,28,5,T-mis-696, Sprint 2,P
S,2,35,3,1,4,28,5,T-mis-696, Sprint 3,P
S,2,35,2,5,4,140,25,T-mis-697,Sprint 1,P
S,2,35,2,5,4,140,25,T-mis-697, Sprint 2,F
S,2,35,2,5,4,140,25,T-mis-697, Sprint 3,F
S,2,35,2,5,4,140,25,T-mis-698,Sprint 1,P
S,2,35,2,5,4,140,25,T-mis-698, Sprint 2,F
S,2,35,2,5,4,140,25,T-mis-698, Sprint 3,F
S,2,35,2,5,4,140,25,T-mis-699,Sprint 1,P
S,2,35,2,5,4,140,25,T-mis-699, Sprint 2,F
S,2,35,2,5,4,140,25,T-mis-699, Sprint 3,F
S,2,35,2,1,2.5,17.5,5,T-mis-700,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-700, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-700, Sprint 3,P
S,2,35,2,1,2.5,17.5,5,T-mis-701,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-701, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-701, Sprint 3,P
S,2,35,2,1,2.5,17.5,5,T-mis-702,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-702, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-702, Sprint 3,P
S,2,35,2,1,2.5,17.5,5,T-mis-703,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-703, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-703, Sprint 3,P
S,2,35,2,5,1.5,52.5,25,T-mis-704,Sprint 1,P
S,2,35,2,5,1.5,52.5,25,T-mis-704, Sprint 2,F
S,2,35,2,5,1.5,52.5,25,T-mis-704, Sprint 3,F
S,2,35,2,5,1.5,52.5,25,T-mis-705,Sprint 1,P
S,2,35,2,5,1.5,52.5,25,T-mis-705, Sprint 2,F
S,2,35,2,5,1.5,52.5,25,T-mis-705, Sprint 3,F
S,2,35,2,3,2.5,52.5,15,T-mis-706,Sprint 1,F
S,2,35,2,3,2.5,52.5,15,T-mis-706, Sprint 2,F
S,2,35,2,3,2.5,52.5,15,T-mis-706, Sprint 3,P
S,2,35,2,3,2.5,52.5,15,T-mis-707,Sprint 1,F
S,2,35,2,3,2.5,52.5,15,T-mis-707, Sprint 2,F
S,2,35,2,3,2.5,52.5,15,T-mis-707, Sprint 3,P
S,2,35,2,3,2.5,52.5,15,T-mis-708,Sprint 1,F
S,2,35,2,3,2.5,52.5,15,T-mis-708, Sprint 2,F
S,2,35,2,3,2.5,52.5,15,T-mis-708, Sprint 3,P
S,2,35,1,5,2.5,87.5,25,T-mis-709,Sprint 1,F
S,2,35,1,5,2.5,87.5,25,T-mis-709, Sprint 2,F
S,2,35,1,5,2.5,87.5,25,T-mis-709, Sprint 3,F
S,2,35,1,5,2.5,87.5,25,T-mis-710,Sprint 1,F
S,2,35,1,5,2.5,87.5,25,T-mis-710, Sprint 2,F
S,2,35,1,5,2.5,87.5,25,T-mis-710, Sprint 3,F
S,2,35,2,5,4,140,25,T-mis-711,Sprint 1,F
S,2,35,2,5,4,140,25,T-mis-711, Sprint 2,F
S,2,35,2,5,4,140,25,T-mis-711, Sprint 3,P
S,2,35,2,5,4,140,25,T-mis-712,Sprint 1,F
S,2,35,2,5,4,140,25,T-mis-712, Sprint 2,F
S,2,35,2,5,4,140,25,T-mis-712, Sprint 3,P
S,2,35,2,5,4,140,25,T-mis-713,Sprint 1,F
S,2,35,2,5,4,140,25,T-mis-713, Sprint 2,F
S,2,35,2,5,4,140,25,T-mis-713, Sprint 3,P
S,2,35,2,5,1,35,25,T-mis-714,Sprint 1,F
S,2,35,2,5,1,35,25,T-mis-714, Sprint 2,F
S,2,35,2,5,1,35,25,T-mis-714, Sprint 3,P
S,2,35,2,1,4,28,5,T-mis-715,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-715, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-715, Sprint 3,P
S,2,35,2,1,4,28,5,T-mis-716,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-716, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-716, Sprint 3,P
S,2,35,2,1,4,28,5,T-mis-717,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-717, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-717, Sprint 3,P
S,2,35,2,1,4,28,5,T-mis-718,Sprint 1,F
S,2,35,2,1,4,28,5,T-mis-718, Sprint 2,F
S,2,35,2,1,4,28,5,T-mis-718, Sprint 3,P
S,2,35,1,1,2,14,5,T-mis-719,Sprint 1,F
S,2,35,1,1,2,14,5,T-mis-719, Sprint 2,F
S,2,35,1,1,2,14,5,T-mis-719, Sprint 3,F
S,2,35,1,1,2,14,5,T-mis-720,Sprint 1,F
S,2,35,1,1,2,14,5,T-mis-720, Sprint 2,F
S,2,35,1,1,2,14,5,T-mis-720, Sprint 3,F
S,2,35,2,3,2.5,52.5,15,T-mis-721,Sprint 1,P
S,2,35,2,3,2.5,52.5,15,T-mis-721, Sprint 2,F
S,2,35,2,3,2.5,52.5,15,T-mis-721, Sprint 3,F
S,2,35,2,3,2.5,52.5,15,T-mis-722,Sprint 1,P
S,2,35,2,3,2.5,52.5,15,T-mis-722, Sprint 2,F
S,2,35,2,3,2.5,52.5,15,T-mis-722, Sprint 3,F
S,2,35,2,3,2.5,52.5,15,T-mis-723,Sprint 1,P
S,2,35,2,3,2.5,52.5,15,T-mis-723, Sprint 2,F
S,2,35,2,3,2.5,52.5,15,T-mis-723, Sprint 3,F
S,2,35,2,3,2.5,52.5,15,T-mis-724,Sprint 1,P
S,2,35,2,3,2.5,52.5,15,T-mis-724, Sprint 2,F
S,2,35,2,3,2.5,52.5,15,T-mis-724, Sprint 3,F
S,2,35,2,1,5,35,5,T-mis-725,Sprint 1,F
S,2,35,2,1,5,35,5,T-mis-725, Sprint 2,P
S,2,35,2,1,5,35,5,T-mis-725, Sprint 3,F
S,2,35,2,1,5,35,5,T-mis-726,Sprint 1,F
S,2,35,2,1,5,35,5,T-mis-726, Sprint 2,P
S,2,35,2,1,5,35,5,T-mis-726, Sprint 3,F
S,2,35,3,1,4,28,5,T-mis-727,Sprint 1,P
S,2,35,3,1,4,28,5,T-mis-727, Sprint 2,P
S,2,35,3,1,4,28,5,T-mis-727, Sprint 3,F
S,2,35,3,1,4,28,5,T-mis-728,Sprint 1,P
S,2,35,3,1,4,28,5,T-mis-728, Sprint 2,P
S,2,35,3,1,4,28,5,T-mis-728, Sprint 3,F
S,2,35,3,1,4,28,5,T-mis-729,Sprint 1,P
S,2,35,3,1,4,28,5,T-mis-729, Sprint 2,P
S,2,35,3,1,4,28,5,T-mis-729, Sprint 3,F
S,2,35,3,1,4,28,5,T-mis-730,Sprint 1,P
S,2,35,3,1,4,28,5,T-mis-730, Sprint 2,P
S,2,35,3,1,4,28,5,T-mis-730, Sprint 3,F
S,2,35,2,3,1.5,31.5,15,T-mis-731,Sprint 1,F
S,2,35,2,3,1.5,31.5,15,T-mis-731, Sprint 2,F
S,2,35,2,3,1.5,31.5,15,T-mis-731, Sprint 3,P
S,2,35,2,3,1.5,31.5,15,T-mis-732,Sprint 1,P
S,2,35,2,3,1.5,31.5,15,T-mis-732, Sprint 2,F
S,2,35,2,3,1.5,31.5,15,T-mis-732, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-733,Sprint 1,F
S,2,35,2,3,4,84,15,T-mis-733, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-733, Sprint 3,P
S,2,35,2,3,4,84,15,T-mis-734,Sprint 1,F
S,2,35,2,3,4,84,15,T-mis-734, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-734, Sprint 3,P
S,2,35,2,3,4,84,15,T-mis-735,Sprint 1,F
S,2,35,2,3,4,84,15,T-mis-735, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-735, Sprint 3,P
S,2,35,2,3,4,84,15,T-mis-736,Sprint 1,F
S,2,35,2,3,4,84,15,T-mis-736, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-736, Sprint 3,P
S,2,35,2,3,2.5,52.5,15,T-mis-737,Sprint 1,P
S,2,35,2,3,2.5,52.5,15,T-mis-737, Sprint 2,F
S,2,35,2,3,2.5,52.5,15,T-mis-737, Sprint 3,F
S,2,35,2,3,2.5,52.5,15,T-mis-738,Sprint 1,P
S,2,35,2,3,2.5,52.5,15,T-mis-738, Sprint 2,F
S,2,35,2,3,2.5,52.5,15,T-mis-738, Sprint 3,F
S,2,35,2,1,2.5,17.5,5,T-mis-739,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-739, Sprint 2,P
S,2,35,2,1,2.5,17.5,5,T-mis-739, Sprint 3,F
S,2,35,2,1,2.5,17.5,5,T-mis-740,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-740, Sprint 2,P
S,2,35,2,1,2.5,17.5,5,T-mis-740, Sprint 3,F
S,2,35,2,1,2.5,17.5,5,T-mis-741,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-741, Sprint 2,P
S,2,35,2,1,2.5,17.5,5,T-mis-741, Sprint 3,F
S,2,35,2,1,2.5,17.5,5,T-mis-742,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-742, Sprint 2,P
S,2,35,2,1,2.5,17.5,5,T-mis-742, Sprint 3,F
S,2,35,2,3,5,105,15,T-mis-743,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-743, Sprint 2,F
S,2,35,2,3,5,105,15,T-mis-743, Sprint 3,P
S,2,35,2,3,5,105,15,T-mis-744,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-744, Sprint 2,F
S,2,35,2,3,5,105,15,T-mis-744, Sprint 3,P
S,2,35,2,3,5,105,15,T-mis-745,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-745, Sprint 2,F
S,2,35,2,3,5,105,15,T-mis-745, Sprint 3,P
S,2,35,3,3,5,105,15,T-mis-746,Sprint 1,P
S,2,35,3,3,5,105,15,T-mis-746, Sprint 2,P
S,2,35,3,3,5,105,15,T-mis-746, Sprint 3,F
S,2,35,3,3,5,105,15,T-mis-747,Sprint 1,P
S,2,35,3,3,5,105,15,T-mis-747, Sprint 2,P
S,2,35,3,3,5,105,15,T-mis-747, Sprint 3,F
S,2,35,3,5,2,70,25,T-mis-748,Sprint 1,F
S,2,35,3,5,2,70,25,T-mis-748, Sprint 2,P
S,2,35,3,5,2,70,25,T-mis-748, Sprint 3,P
S,2,35,3,5,2,70,25,T-mis-749,Sprint 1,F
S,2,35,3,5,2,70,25,T-mis-749, Sprint 2,P
S,2,35,3,5,2,70,25,T-mis-749, Sprint 3,P
S,2,35,2,3,4,84,15,T-mis-750,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-750, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-750, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-751,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-751, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-751, Sprint 3,F
S,2,35,2,3,4,84,15,T-mis-752,Sprint 1,P
S,2,35,2,3,4,84,15,T-mis-752, Sprint 2,F
S,2,35,2,3,4,84,15,T-mis-752, Sprint 3,F
S,2,35,2,3,5,105,15,T-mis-753,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-753, Sprint 2,F
S,2,35,2,3,5,105,15,T-mis-753, Sprint 3,P
S,2,35,2,3,5,105,15,T-mis-754,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-754, Sprint 2,F
S,2,35,2,3,5,105,15,T-mis-754, Sprint 3,P
S,2,35,2,3,5,105,15,T-mis-755,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-755, Sprint 2,F
S,2,35,2,3,5,105,15,T-mis-755, Sprint 3,P
S,2,35,2,3,5,105,15,T-mis-756,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-756, Sprint 2,F
S,2,35,2,3,5,105,15,T-mis-756, Sprint 3,P
S,2,35,3,5,2.5,87.5,25,T-mis-757,Sprint 1,F
S,2,35,3,5,2.5,87.5,25,T-mis-757, Sprint 2,P
S,2,35,3,5,2.5,87.5,25,T-mis-757, Sprint 3,P
S,2,35,3,5,2.5,87.5,25,T-mis-758,Sprint 1,F
S,2,35,3,5,2.5,87.5,25,T-mis-758, Sprint 2,P
S,2,35,3,5,2.5,87.5,25,T-mis-758, Sprint 3,P
S,2,35,3,5,2.5,87.5,25,T-mis-759,Sprint 1,F
S,2,35,3,5,2.5,87.5,25,T-mis-759, Sprint 2,P
S,2,35,3,5,2.5,87.5,25,T-mis-759, Sprint 3,P
S,2,35,3,3,2.5,52.5,15,T-mis-760,Sprint 1,F
S,2,35,3,3,2.5,52.5,15,T-mis-760, Sprint 2,P
S,2,35,3,3,2.5,52.5,15,T-mis-760, Sprint 3,P
S,2,35,3,1,2.5,17.5,5,T-mis-761,Sprint 1,F
S,2,35,3,1,2.5,17.5,5,T-mis-761, Sprint 2,P
S,2,35,3,1,2.5,17.5,5,T-mis-761, Sprint 3,P
S,2,35,2,1,2.5,17.5,5,T-mis-762,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-762, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-762, Sprint 3,P
S,2,35,2,1,2.5,17.5,5,T-mis-763,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-763, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-763, Sprint 3,P
S,2,35,3,5,2.5,87.5,25,T-mis-764,Sprint 1,P
S,2,35,3,5,2.5,87.5,25,T-mis-764, Sprint 2,P
S,2,35,3,5,2.5,87.5,25,T-mis-764, Sprint 3,F
S,2,35,3,5,2.5,87.5,25,T-mis-765,Sprint 1,P
S,2,35,3,5,2.5,87.5,25,T-mis-765, Sprint 2,P
S,2,35,3,5,2.5,87.5,25,T-mis-765, Sprint 3,F
S,2,35,2,3,1,21,15,T-mis-766,Sprint 1,P
S,2,35,2,3,1,21,15,T-mis-766, Sprint 2,F
S,2,35,2,3,1,21,15,T-mis-766, Sprint 3,F
S,2,35,2,5,2.5,87.5,25,T-mis-767,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-767, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-767, Sprint 3,P
S,2,35,2,5,2.5,87.5,25,T-mis-768,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-768, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-768, Sprint 3,P
S,2,35,2,5,2.5,87.5,25,T-mis-769,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-769, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-769, Sprint 3,P
S,2,35,2,5,2.5,87.5,25,T-mis-770,Sprint 1,F
S,2,35,2,5,2.5,87.5,25,T-mis-770, Sprint 2,F
S,2,35,2,5,2.5,87.5,25,T-mis-770, Sprint 3,P
S,2,35,2,3,2,42,15,T-mis-771,Sprint 1,F
S,2,35,2,3,2,42,15,T-mis-771, Sprint 2,F
S,2,35,2,3,2,42,15,T-mis-771, Sprint 3,P
S,2,35,2,3,2,42,15,T-mis-772,Sprint 1,F
S,2,35,2,3,2,42,15,T-mis-772, Sprint 2,F
S,2,35,2,3,2,42,15,T-mis-772, Sprint 3,P
S,2,35,2,1,2.5,17.5,5,T-mis-773,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-773, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-773, Sprint 3,P
S,2,35,2,1,2.5,17.5,5,T-mis-774,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-774, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-774, Sprint 3,P
S,2,35,2,1,2.5,17.5,5,T-mis-775,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-775, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-775, Sprint 3,P
S,2,35,2,1,2.5,17.5,5,T-mis-776,Sprint 1,F
S,2,35,2,1,2.5,17.5,5,T-mis-776, Sprint 2,F
S,2,35,2,1,2.5,17.5,5,T-mis-776, Sprint 3,P
S,2,35,2,3,5,105,15,T-mis-777,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-777, Sprint 2,P
S,2,35,2,3,5,105,15,T-mis-777, Sprint 3,F
S,2,35,2,3,5,105,15,T-mis-778,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-778, Sprint 2,P
S,2,35,2,3,5,105,15,T-mis-778, Sprint 3,F
S,2,35,2,3,5,105,15,T-mis-779,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-779, Sprint 2,P
S,2,35,2,3,5,105,15,T-mis-779, Sprint 3,F
S,2,35,2,3,5,105,15,T-mis-780,Sprint 1,F
S,2,35,2,3,5,105,15,T-mis-780, Sprint 2,P
S,2,35,2,3,5,105,15,T-mis-780, Sprint 3,F
S,2,35,2,3,5,105,15,T-mis-781,Sprint 1,P
S,2,35,2,3,5,105,15,T-mis-781, Sprint 2,F
S,2,35,2,3,5,105,15,T-mis-781, Sprint 3,F
S,2,35,2,3,5,105,15,T-mis-782,Sprint 1,P
S,2,35,2,3,5,105,15,T-mis-782, Sprint 2,F
S,2,35,2,3,5,105,15,T-mis-782, Sprint 3,F
S,2,35,2,3,5,105,15,T-mis-783,Sprint 1,P
S,2,35,2,3,5,105,15,T-mis-783, Sprint 2,F
S,2,35,2,3,5,105,15,T-mis-783, Sprint 3,F
S,2,35,1,5,2,70,25,T-mis-784,Sprint 1,F
S,2,35,1,5,2,70,25,T-mis-784, Sprint 2,F
S,2,35,1,5,2,70,25,T-mis-784, Sprint 3,F
S,2,35,3,5,1,35,25,T-mis-785,Sprint 1,F
S,2,35,3,5,1,35,25,T-mis-785, Sprint 2,P
S,2,35,3,5,1,35,25,T-mis-785, Sprint 3,P
S,2,35,2,3,6,126,15,T-mis-786,Sprint 1,P
S,2,35,2,3,6,126,15,T-mis-786, Sprint 2,F
S,2,35,2,3,6,126,15,T-mis-786, Sprint 3,F
S,2,35,2,3,6,126,15,T-mis-787,Sprint 1,P
S,2,35,2,3,6,126,15,T-mis-787, Sprint 2,F
S,2,35,2,3,6,126,15,T-mis-787, Sprint 3,F
S,2,35,2,3,6,126,15,T-mis-788,Sprint 1,P
S,2,35,2,3,6,126,15,T-mis-788, Sprint 2,F
S,2,35,2,3,6,126,15,T-mis-788, Sprint 3,F
S,2,35,2,3,6,126,15,T-mis-789,Sprint 1,P
S,2,35,2,3,6,126,15,T-mis-789, Sprint 2,F
S,2,35,2,3,6,126,15,T-mis-789, Sprint 3,F
S,2,35,2,3,6,126,15,T-mis-790,Sprint 1,P
S,2,35,2,3,6,126,15,T-mis-790, Sprint 2,F
S,2,35,2,3,6,126,15,T-mis-790, Sprint 3,F
S,2,35,1,1,2.5,17.5,5,T-mis-791,Sprint 1,F
S,2,35,1,1,2.5,17.5,5,T-mis-791, Sprint 2,F
S,2,35,1,1,2.5,17.5,5,T-mis-791, Sprint 3,F
S,2,35,1,1,2.5,17.5,5,T-mis-792,Sprint 1,F
